lake_name,lake_id,nid_id,join_id_name,join_id
Lost_Valley,253,ID00255,poly_intersect_lagoslakeid,464872
Lost_Valley,253,ID00255,hylak_comid,24189308
Lost_Valley,253,ID00255,hylak_id,109578
Swofford,263,NA,nla17_site_id,NLA17_WA-10006
Swofford,263,NA,nla12_site_id,NLA12_WA-106
Swofford,263,NA,nla07_site_id,NLA06608-0721
Swofford,263,NA,lmorpho_comid,24252344
Swofford,263,NA,lmorpho_nla07,NLA06608-0721
Swofford,263,NA,nhdplus_comid,24252344
Swofford,263,NA,gnis_id,1529467
Swofford,263,NA,comid_match_lagoslakeid,467585
Swofford,263,NA,poly_intersect_lagoslakeid,467585
Swofford,263,NA,hylak_comid,24252344
Swofford,263,NA,hylak_id,1026592
elk cr,265,ID00146,nla17_site_id,NLA17_ID-10168
elk cr,265,ID00146,lmorpho_comid,23634788
elk cr,265,ID00146,nhdplus_comid,23634788
elk cr,265,ID00146,gnis_id,381368
elk cr,265,ID00146,comid_match_lagoslakeid,466359
elk cr,265,ID00146,hylak_comid,23634788
elk cr,265,ID00146,hylak_id,1023145
owyhee,287,OR00582,nla17_site_id,NLA17_OR-10060
owyhee,287,OR00582,nla22_site_id,NLA22_OR-10042
owyhee,287,OR00582,lmorpho_comid,120052938
owyhee,287,OR00582,nhdplus_comid,120052938
owyhee,287,OR00582,gnis_id,1125099
owyhee,287,OR00582,comid_match_lagoslakeid,464222
owyhee,287,OR00582,hylak_comid,120052938
owyhee,287,OR00582,hylak_id,9050
owyhee,287,OR00582,grand_id,386
Lower Goose,302,ID00233,nla17_site_id,NLA17_ID-10032
Lower Goose,302,ID00233,nla12_site_id,NLA12_ID-214
Lower Goose,302,ID00233,lmorpho_comid,23192245
Lower Goose,302,ID00233,nhdplus_comid,23192245
Lower Goose,302,ID00233,comid_match_lagoslakeid,463792
Lower Goose,302,ID00233,poly_intersect_lagoslakeid,463792
Lower Goose,302,ID00233,hylak_comid,23192245
Lower Goose,302,ID00233,hylak_id,111430
Wapato Lake,308,WA00321,nla17_site_id,NLA17_WA-10002
Wapato Lake,308,WA00321,nla12_site_id,NLA12_WA-111
Wapato Lake,308,WA00321,nla07_site_id,NLA06608-2833
Wapato Lake,308,WA00321,lmorpho_comid,23078085
Wapato Lake,308,WA00321,lmorpho_nla07,NLA06608-2833
Wapato Lake,308,WA00321,nhdplus_comid,23078085
Wapato Lake,308,WA00321,gnis_id,1527791
Wapato Lake,308,WA00321,comid_match_lagoslakeid,461289
Wapato Lake,308,WA00321,poly_intersect_lagoslakeid,461289
Wapato Lake,308,WA00321,hylak_comid,23078085
Wapato Lake,308,WA00321,hylak_id,1003151
Mormon Lake,323,ID00024,lmorpho_comid,23265324
Mormon Lake,323,ID00024,nhdplus_comid,23265324
Mormon Lake,323,ID00024,gnis_id,397930
Mormon Lake,323,ID00024,comid_match_lagoslakeid,463336
Mormon Lake,323,ID00024,hylak_comid,23265324
Mormon Lake,323,ID00024,hylak_id,111024
Mormon Lake,323,ID00024,nla17_site_id,NLA17_ID-10175
Springfield,331,NA,nla17_site_id,NLA17_ID-10007
Springfield,331,NA,nla12_site_id,NLA12_ID-166
Springfield,331,NA,lmorpho_comid,24566893
Springfield,331,NA,nhdplus_comid,24566893
Springfield,331,NA,comid_match_lagoslakeid,463086
Springfield,331,NA,poly_intersect_lagoslakeid,463086
Springfield,331,NA,hylak_comid,24566893
Springfield,331,NA,hylak_id,1049284
Baker Lake,999,WA00173,nla17_site_id,NLA17_WA-10038
Baker Lake,999,WA00173,nla12_site_id,NLA12_WA-151
Baker Lake,999,WA00173,lmorpho_comid,24260671
Baker Lake,999,WA00173,nhdplus_comid,24260671
Baker Lake,999,WA00173,gnis_id,1516055
Baker Lake,999,WA00173,comid_match_lagoslakeid,471746
Baker Lake,999,WA00173,poly_intersect_lagoslakeid,471746
Baker Lake,999,WA00173,hylak_comid,24260671
Baker Lake,999,WA00173,hylak_id,8279
Baker Lake,999,WA00173,grand_id,43
okeheelee,10,NA,nla17_site_id,NLA17_FL-10030
okeheelee,10,NA,nla22_site_id,NLA22_FL-10019
okeheelee,10,NA,lmorpho_comid,56038
okeheelee,10,NA,nhdplus_comid,56038
okeheelee,10,NA,comid_match_lagoslakeid,201797
okeheelee,10,NA,hylak_comid,56068
okeheelee,10,NA,nhdplus_comid,56050
okeheelee,10,NA,nhdplus_comid,56068
okeheelee,10,NA,nhdplus_comid,56090
okeheelee,10,NA,lmorpho_comid,56050
okeheelee,10,NA,lmorpho_comid,56068
okeheelee,10,NA,lmorpho_comid,56090
jolly pond,16,VA095009,nla17_site_id,NLA17_VA-10002
jolly pond,16,VA095009,nla12_site_id,NLA12_VA-106
jolly pond,16,VA095009,nla07_site_id,NLA06608-0221
jolly pond,16,VA095009,lmorpho_comid,10062717
jolly pond,16,VA095009,lmorpho_nla07,NLA06608-0221
jolly pond,16,VA095009,nhdplus_comid,10062717
jolly pond,16,VA095009,gnis_id,1502049
jolly pond,16,VA095009,comid_match_lagoslakeid,145909
jolly pond,16,VA095009,poly_intersect_lagoslakeid,145909
jolly pond,16,VA095009,hylak_comid,10062717
lake juniper,44,SC00028,nla17_site_id,NLA17_SC-10027
lake juniper,44,SC00028,lmorpho_comid,9164888
lake juniper,44,SC00028,nhdplus_comid,9164888
lake juniper,44,SC00028,gnis_id,1222305
lake juniper,44,SC00028,comid_match_lagoslakeid,157615
lake juniper,44,SC00028,hylak_comid,9164888
lake juniper,44,SC00028,hylak_id,1061366
Four Prong Lake,45,NA,nla17_site_id,NLA17_FL-10029
Four Prong Lake,45,NA,nla22_site_id,NLA22_FL-10018
Four Prong Lake,45,NA,lmorpho_comid,478125
Four Prong Lake,45,NA,nhdplus_comid,478125
Four Prong Lake,45,NA,gnis_id,282740
Four Prong Lake,45,NA,comid_match_lagoslakeid,233591
Four Prong Lake,45,NA,hylak_comid,478125
lake montclair,82,VA153003,nla17_site_id,NLA17_VA-10010
lake montclair,82,VA153003,nla12_site_id,NLA12_VA-110
lake montclair,82,VA153003,lmorpho_comid,4528811
lake montclair,82,VA153003,nhdplus_comid,4528811
lake montclair,82,VA153003,gnis_id,1502074
lake montclair,82,VA153003,comid_match_lagoslakeid,143451
lake montclair,82,VA153003,poly_intersect_lagoslakeid,143451
lake montclair,82,VA153003,hylak_comid,4528811
lake montclair,82,VA153003,hylak_id,1057607
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,nla17_site_id,NLA17_NC-10030
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,lmorpho_comid,12036081
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,nhdplus_comid,12036081
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,comid_match_lagoslakeid,164519
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,hylak_comid,12036081
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,hylak_id,112928
Hickory Nut Upper Lake_Big Mirror Lake,98,NC01390,grand_id,1805
Atagahi,102,NC00197,nla17_site_id,NLA17_NC-10004
Atagahi,102,NC00197,nla12_site_id,NLA12_NC-109
Atagahi,102,NC00197,lmorpho_comid,22163154
Atagahi,102,NC00197,nhdplus_comid,22163154
Atagahi,102,NC00197,gnis_id,1017051
Atagahi,102,NC00197,comid_match_lagoslakeid,272935
Atagahi,102,NC00197,poly_intersect_lagoslakeid,272935
Atagahi,102,NC00197,hylak_comid,22163154
Atagahi,102,NC00197,hylak_id,1060692
Beaver Pond,119,NA,nla17_site_id,NLA17_VA-10001
Beaver Pond,119,NA,nla12_site_id,NLA12_VA-101
Beaver Pond,119,NA,nla07_site_id,NLA06608-0045
Beaver Pond,119,NA,lmorpho_comid,8606221
Beaver Pond,119,NA,lmorpho_nla07,NLA06608-0045
Beaver Pond,119,NA,nhdplus_comid,8606221
Beaver Pond,119,NA,gnis_id,1489117
Beaver Pond,119,NA,comid_match_lagoslakeid,146300
Beaver Pond,119,NA,hylak_comid,8606221
Burnsville Lake,137,WV00707,nla17_site_id,NLA17_WV-10002
Burnsville Lake,137,WV00707,nla12_site_id,NLA12_WV-102
Burnsville Lake,137,WV00707,nla07_site_id,NLA06608-0681
Burnsville Lake,137,WV00707,lmorpho_comid,76669453
Burnsville Lake,137,WV00707,lmorpho_nla07,NLA06608-0681
Burnsville Lake,137,WV00707,nhdplus_comid,76669453
Burnsville Lake,137,WV00707,comid_match_lagoslakeid,259075
Burnsville Lake,137,WV00707,poly_intersect_lagoslakeid,259075
Burnsville Lake,137,WV00707,hylak_comid,76669453
Burnsville Lake,137,WV00707,hylak_id,112416
Burnsville Lake,137,WV00707,grand_id,1691
Suck cr,138,NA,nla17_site_id,NLA17_NC-10023
Suck cr,138,NA,nla22_site_id,NLA22_NC-10016
Suck cr,138,NA,lmorpho_comid,8874182
Suck cr,138,NA,nhdplus_comid,8874182
Suck cr,138,NA,comid_match_lagoslakeid,156574
Suck cr,138,NA,hylak_comid,8874182
Suck cr,138,NA,hylak_id,1060479
Willow Lake,275,AZ00019,nla17_site_id,NLA17_AZ-10004
Willow Lake,275,AZ00019,nla12_site_id,NLA12_AZ-102
Willow Lake,275,AZ00019,nla07_site_id,NLA06608-0569
Willow Lake,275,AZ00019,lmorpho_comid,20451100
Willow Lake,275,AZ00019,lmorpho_nla07,NLA06608-0569
Willow Lake,275,AZ00019,nhdplus_comid,20451100
Willow Lake,275,AZ00019,gnis_id,36238
Willow Lake,275,AZ00019,comid_match_lagoslakeid,454810
Willow Lake,275,AZ00019,poly_intersect_lagoslakeid,454810
Willow Lake,275,AZ00019,hylak_comid,20451100
Willow Lake,275,AZ00019,hylak_id,1061426
Saguaro,288,AZ10318,nla17_site_id,NLA17_AZ-10001
Saguaro,288,AZ10318,nla12_site_id,NLA12_AZ-101
Saguaro,288,AZ10318,nla07_site_id,NLA06608-0834
Saguaro,288,AZ10318,lmorpho_comid,20476542
Saguaro,288,AZ10318,lmorpho_nla07,NLA06608-0834
Saguaro,288,AZ10318,nhdplus_comid,20476542
Saguaro,288,AZ10318,gnis_id,33945
Saguaro,288,AZ10318,comid_match_lagoslakeid,454700
Saguaro,288,AZ10318,poly_intersect_lagoslakeid,454700
Saguaro,288,AZ10318,hylak_comid,20476542
Saguaro,288,AZ10318,hylak_id,113313
Saguaro,288,AZ10318,grand_id,652
Upper San Leandro Reservoir,291,CA01082,nla17_site_id,NLA17_CA-10011
Upper San Leandro Reservoir,291,CA01082,nla12_site_id,NLA12_CA-188
Upper San Leandro Reservoir,291,CA01082,lmorpho_comid,2803209
Upper San Leandro Reservoir,291,CA01082,nhdplus_comid,2803209
Upper San Leandro Reservoir,291,CA01082,gnis_id,236920
Upper San Leandro Reservoir,291,CA01082,comid_match_lagoslakeid,480826
Upper San Leandro Reservoir,291,CA01082,hylak_comid,2803209
Upper San Leandro Reservoir,291,CA01082,hylak_id,112601
Upper San Leandro Reservoir,291,CA01082,grand_id,208
Shadow Cliffs Lake,296,NA,nla17_site_id,NLA17_CA-10081
Shadow Cliffs Lake,296,NA,nla22_site_id,NLA22_CA-10067
Shadow Cliffs Lake,296,NA,lmorpho_comid,2806007
Shadow Cliffs Lake,296,NA,nhdplus_comid,2806007
Shadow Cliffs Lake,296,NA,comid_match_lagoslakeid,480705
Shadow Cliffs Lake,296,NA,poly_intersect_lagoslakeid,480705
Shadow Cliffs Lake,296,NA,hylak_comid,2806007
Shadow Cliffs Lake,296,NA,hylak_id,1058713
New Melones,297,CA10246,nla17_site_id,NLA17_CA-10009
New Melones,297,CA10246,nla12_site_id,NLA12_CA-119
New Melones,297,CA10246,lmorpho_comid,120051899
New Melones,297,CA10246,nhdplus_comid,342271
New Melones,297,CA10246,comid_match_lagoslakeid,479040
New Melones,297,CA10246,poly_intersect_lagoslakeid,479040
New Melones,297,CA10246,hylak_comid,120051899
New Melones,297,CA10246,hylak_id,9267
New Melones,297,CA10246,grand_id,198
New Melones,297,CA10246,nhdplus_comid,342321
New Melones,297,CA10246,nhdplus_comid,120051899
New Melones,297,CA10246,gnis_id,253643
New Melones,297,CA10246,lmorpho_comid,342271
New Melones,297,CA10246,lmorpho_comid,342321
Wild Horse Reservoir,298,NV10119,nla17_site_id,NLA17_NV-10090
Wild Horse Reservoir,298,NV10119,nla22_site_id,NLA22_NV-10079
Wild Horse Reservoir,298,NV10119,lmorpho_comid,23326906
Wild Horse Reservoir,298,NV10119,nhdplus_comid,23326906
Wild Horse Reservoir,298,NV10119,gnis_id,862000
Wild Horse Reservoir,298,NV10119,comid_match_lagoslakeid,464605
Wild Horse Reservoir,298,NV10119,poly_intersect_lagoslakeid,464605
Wild Horse Reservoir,298,NV10119,hylak_comid,23326906
Wild Horse Reservoir,298,NV10119,hylak_id,9147
Wild Horse Reservoir,298,NV10119,grand_id,430
Mitry,316,AZ10315,nla17_site_id,NLA17_AZ-10041
Mitry,316,AZ10315,nla22_site_id,NLA22_AZ-10032
Mitry,316,AZ10315,lmorpho_comid,21411459
Mitry,316,AZ10315,nhdplus_comid,21411459
Mitry,316,AZ10315,comid_match_lagoslakeid,454273
Mitry,316,AZ10315,hylak_comid,21411459
Mitry,316,AZ10315,hylak_id,1063576
Lake Greenhaven,317,NA,nla17_site_id,NLA17_CA-10003
Lake Greenhaven,317,NA,nla12_site_id,NLA12_CA-105
Lake Greenhaven,317,NA,nla07_site_id,NLA06608-1269
Lake Greenhaven,317,NA,lmorpho_comid,15033533
Lake Greenhaven,317,NA,lmorpho_nla07,NLA06608-1269
Lake Greenhaven,317,NA,nhdplus_comid,15033533
Lake Greenhaven,317,NA,gnis_id,224584
Lake Greenhaven,317,NA,comid_match_lagoslakeid,475176
Lake Greenhaven,317,NA,poly_intersect_lagoslakeid,475176
Lake Greenhaven,317,NA,hylak_comid,15033533
Comins Lake,326,NV00174,nla17_site_id,NLA17_NV-10243
Comins Lake,326,NV00174,lmorpho_comid,11337343
Comins Lake,326,NV00174,nhdplus_comid,11337345
Comins Lake,326,NV00174,comid_match_lagoslakeid,457519
Comins Lake,326,NV00174,poly_intersect_lagoslakeid,457519
Comins Lake,326,NV00174,hylak_comid,11337343
Comins Lake,326,NV00174,hylak_id,1057010
Comins Lake,326,NV00174,nhdplus_comid,11337343
Comins Lake,326,NV00174,lmorpho_comid,11337345
Dacey Reservoir,327,NV00120,nla17_site_id,NLA17_NV-10002
Dacey Reservoir,327,NV00120,nla12_site_id,NLA12_NV-103
Dacey Reservoir,327,NV00120,lmorpho_comid,20637202
Dacey Reservoir,327,NV00120,lmorpho_nla07,NLA06608-0237
Dacey Reservoir,327,NV00120,nhdplus_comid,20637202
Dacey Reservoir,327,NV00120,gnis_id,857953
Dacey Reservoir,327,NV00120,comid_match_lagoslakeid,453698
Dacey Reservoir,327,NV00120,poly_intersect_lagoslakeid,453698
Dacey Reservoir,327,NV00120,hylak_comid,20637202
Dacey Reservoir,327,NV00120,hylak_id,1057841
Las Curias,1000,PR00022,hylak_comid,800045123
Las Curias,1000,PR00022,hylak_id,1072637
Lake Francis Case,70,SD01093,nla17_site_id,NLA17_SD-10053
Lake Francis Case,70,SD01093,nla12_site_id,NLA12_SD-183
Lake Francis Case,70,SD01093,lmorpho_comid,11546104
Lake Francis Case,70,SD01093,nhdplus_comid,11546104
Lake Francis Case,70,SD01093,comid_match_lagoslakeid,345199
Lake Francis Case,70,SD01093,poly_intersect_lagoslakeid,345199
Lake Francis Case,70,SD01093,hylak_comid,120053557
Lake Francis Case,70,SD01093,nhdplus_comid,120053557
Lake Francis Case,70,SD01093,gnis_id,1255140
Lake Francis Case,70,SD01093,nhdplus_comid,167245953
Lake Oahe,69,SD01095,nla17_site_id,NLA17_SD-10001
Lake Oahe,69,SD01095,nla12_site_id,NLA12_SD-101
Lake Oahe,69,SD01095,nla07_site_id,NLA06608-0243
Lake Oahe,69,SD01095,lmorpho_comid,14489102
Lake Oahe,69,SD01095,lmorpho_nla07,NLA06608-0243
Lake Oahe,69,SD01095,nhdplus_comid,14496248
Lake Oahe,69,SD01095,comid_match_lagoslakeid,343492
Lake Oahe,69,SD01095,poly_intersect_lagoslakeid,337264
Lake Oahe,69,SD01095,hylak_comid,19251179
Lake Oahe,69,SD01095,hylak_id,65
Lake Oahe,69,SD01095,grand_id,870
Lake Oahe,69,SD01095,poly_intersect_lagoslakeid,343492
Lake Oahe,69,SD01095,comid_match_lagoslakeid,337264
Lake Oahe,69,SD01095,nhdplus_comid,14496254
Lake Oahe,69,SD01095,nhdplus_comid,14489102
Lake Oahe,69,SD01095,nhdplus_comid,19242169
Lake Oahe,69,SD01095,nhdplus_comid,19247123
Lake Oahe,69,SD01095,gnis_id,1266878
Lake Oahe,69,SD01095,nhdplus_comid,19247131
Lake Oahe,69,SD01095,nhdplus_comid,21833617
Lake Oahe,69,SD01095,nhdplus_comid,21833599
Lake Oahe,69,SD01095,nhdplus_comid,19251179
Acton Lake,1001,OH00575,lmorpho_comid,3881594
Acton Lake,1001,OH00575,nhdplus_comid,3881594
Acton Lake,1001,OH00575,gnis_id,1070657
Acton Lake,1001,OH00575,comid_match_lagoslakeid,447
Acton Lake,1001,OH00575,poly_intersect_lagoslakeid,447
Acton Lake,1001,OH00575,hylak_comid,3881594
Acton Lake,1001,OH00575,hylak_id,112264
Alum Creek Lake,1002,OH00931,lmorpho_comid,5212313
Alum Creek Lake,1002,OH00931,nhdplus_comid,5212313
Alum Creek Lake,1002,OH00931,gnis_id,1047931
Alum Creek Lake,1002,OH00931,comid_match_lagoslakeid,2226
Alum Creek Lake,1002,OH00931,poly_intersect_lagoslakeid,2226
Alum Creek Lake,1002,OH00931,hylak_comid,5212313
Alum Creek Lake,1002,OH00931,hylak_id,9190
Alum Creek Lake,1002,OH00931,grand_id,1621
Apple Valley Lake,1003,OH00345,lmorpho_comid,15400440
Apple Valley Lake,1003,OH00345,nhdplus_comid,15400440
Apple Valley Lake,1003,OH00345,gnis_id,1078224
Apple Valley Lake,1003,OH00345,comid_match_lagoslakeid,91800
Apple Valley Lake,1003,OH00345,hylak_comid,15400440
Apple Valley Lake,1003,OH00345,hylak_id,112083
Apple Valley Lake,1003,OH00345,grand_id,1614
Atwood Lake,1004,OH00006,nla22_site_id,NES22-10062
Atwood Lake,1004,OH00006,nla07_site_id,NLA06608-0863
Atwood Lake,1004,OH00006,lmorpho_comid,19387446
Atwood Lake,1004,OH00006,nhdplus_comid,19387446
Atwood Lake,1004,OH00006,comid_match_lagoslakeid,543
Atwood Lake,1004,OH00006,poly_intersect_lagoslakeid,543
Atwood Lake,1004,OH00006,hylak_comid,19387454
Atwood Lake,1004,OH00006,hylak_id,112055
Atwood Lake,1004,OH00006,grand_id,1606
Atwood Lake,1004,OH00006,nhdplus_comid,19387450
Atwood Lake,1004,OH00006,nhdplus_comid,19387452
Atwood Lake,1004,OH00006,nhdplus_comid,19387454
Atwood Lake,1004,OH00006,gnis_id,1070667
Atwood Lake,1004,OH00006,lmorpho_comid,19387450
Atwood Lake,1004,OH00006,lmorpho_comid,19387452
Atwood Lake,1004,OH00006,lmorpho_comid,19387454
Atwood Lake,1004,OH00006,lmorpho_nla07,NLA06608-0863
Brookville Lake,1005,IN03017,lmorpho_comid,166899200
Brookville Lake,1005,IN03017,nhdplus_comid,166899200
Brookville Lake,1005,IN03017,gnis_id,431588
Brookville Lake,1005,IN03017,comid_match_lagoslakeid,2907
Brookville Lake,1005,IN03017,hylak_comid,166899200
Brookville Lake,1005,IN03017,hylak_id,9216
Brookville Lake,1005,IN03017,grand_id,1656
Buckhorn Lake,1006,KY03027,lmorpho_comid,486928
Buckhorn Lake,1006,KY03027,nhdplus_comid,486928
Buckhorn Lake,1006,KY03027,gnis_id,511027
Buckhorn Lake,1006,KY03027,comid_match_lagoslakeid,260192
Buckhorn Lake,1006,KY03027,poly_intersect_lagoslakeid,260192
Buckhorn Lake,1006,KY03027,hylak_comid,486928
Buckhorn Lake,1006,KY03027,hylak_id,112676
Buckhorn Lake,1006,KY03027,grand_id,1739
Burr Oak Reservoir,1007,OH00018,lmorpho_comid,15417757
Burr Oak Reservoir,1007,OH00018,nhdplus_comid,15417757
Burr Oak Reservoir,1007,OH00018,comid_match_lagoslakeid,1590
Burr Oak Reservoir,1007,OH00018,poly_intersect_lagoslakeid,1590
Burr Oak Reservoir,1007,OH00018,hylak_comid,15417757
Burr Oak Reservoir,1007,OH00018,hylak_id,112267
Burr Oak Reservoir,1007,OH00018,grand_id,1650
Caesar Creek Lake,1008,OH00927,lmorpho_comid,166899204
Caesar Creek Lake,1008,OH00927,nhdplus_comid,166899204
Caesar Creek Lake,1008,OH00927,comid_match_lagoslakeid,2350
Caesar Creek Lake,1008,OH00927,poly_intersect_lagoslakeid,2350
Caesar Creek Lake,1008,OH00927,hylak_comid,166899204
Caesar Creek Lake,1008,OH00927,hylak_id,9211
Caesar Creek Lake,1008,OH00927,grand_id,1655
Carr Fork Lake,1009,KY03056,comid_match_lagoslakeid,260194
Carr Fork Lake,1009,KY03056,hylak_comid,456124
Carr Fork Lake,1009,KY03056,hylak_id,112696
Carr Fork Lake,1009,KY03056,grand_id,1744
Cave Run Lake,1010,KY03055,lmorpho_comid,166830448
Cave Run Lake,1010,KY03055,nhdplus_comid,166830448
Cave Run Lake,1010,KY03055,gnis_id,516671
Cave Run Lake,1010,KY03055,comid_match_lagoslakeid,260193
Cave Run Lake,1010,KY03055,hylak_comid,166830448
Cave Run Lake,1010,KY03055,hylak_id,9260
Cave Run Lake,1010,KY03055,grand_id,1714
Charles Mill Lake,1011,OH00020,lmorpho_comid,15408897
Charles Mill Lake,1011,OH00020,nhdplus_comid,15408897
Charles Mill Lake,1011,OH00020,comid_match_lagoslakeid,3895
Charles Mill Lake,1011,OH00020,poly_intersect_lagoslakeid,3895
Charles Mill Lake,1011,OH00020,hylak_comid,15408897
Charles Mill Lake,1011,OH00020,hylak_id,111992
Cowan Lake,1012,OH00500,lmorpho_comid,3932186
Cowan Lake,1012,OH00500,nhdplus_comid,3932186
Cowan Lake,1012,OH00500,gnis_id,1061001
Cowan Lake,1012,OH00500,comid_match_lagoslakeid,451
Cowan Lake,1012,OH00500,poly_intersect_lagoslakeid,451
Cowan Lake,1012,OH00500,hylak_comid,3932186
Cowan Lake,1012,OH00500,hylak_id,112310
Cowan Lake,1012,OH00500,grand_id,1663
Delaware Reservoir,1013,OH00015,nla17_site_id,NLA17_OH-10001
Delaware Reservoir,1013,OH00015,nla12_site_id,NLA12_OH-101
Delaware Reservoir,1013,OH00015,lmorpho_comid,5213645
Delaware Reservoir,1013,OH00015,nhdplus_comid,5213645
Delaware Reservoir,1013,OH00015,gnis_id,1039659
Delaware Reservoir,1013,OH00015,comid_match_lagoslakeid,3386
Delaware Reservoir,1013,OH00015,poly_intersect_lagoslakeid,3386
Delaware Reservoir,1013,OH00015,hylak_comid,5213645
Delaware Reservoir,1013,OH00015,hylak_id,112096
Delaware Reservoir,1013,OH00015,grand_id,1616
Dillon Lake,1014,OH00007,lmorpho_comid,166899180
Dillon Lake,1014,OH00007,nhdplus_comid,166899180
Dillon Lake,1014,OH00007,gnis_id,1037280
Dillon Lake,1014,OH00007,comid_match_lagoslakeid,4031
Dillon Lake,1014,OH00007,poly_intersect_lagoslakeid,4031
Dillon Lake,1014,OH00007,hylak_comid,166899180
Dillon Lake,1014,OH00007,hylak_id,112177
Dillon Lake,1014,OH00007,grand_id,1631
Falls Lake,1033,NC01713,nla07_site_id,NLA06608-0921
Falls Lake,1033,NC01713,lmorpho_comid,166737717
Falls Lake,1033,NC01713,lmorpho_nla07,NLA06608-0921
Falls Lake,1033,NC01713,nhdplus_comid,12050086
Falls Lake,1033,NC01713,hylak_comid,12050276
Falls Lake,1033,NC01713,hylak_id,9333
Falls Lake,1033,NC01713,grand_id,1782
Falls Lake,1033,NC01713,nhdplus_comid,12050088
Falls Lake,1033,NC01713,nhdplus_comid,12050276
Falls Lake,1033,NC01713,nhdplus_comid,12050278
Falls Lake,1033,NC01713,nhdplus_comid,166737717
William H Harsha Lake,1031,OH00929,lmorpho_comid,166899203
William H Harsha Lake,1031,OH00929,nhdplus_comid,166899203
William H Harsha Lake,1031,OH00929,comid_match_lagoslakeid,1821
William H Harsha Lake,1031,OH00929,poly_intersect_lagoslakeid,1821
William H Harsha Lake,1031,OH00929,hylak_comid,166899203
William H Harsha Lake,1031,OH00929,hylak_id,112388
William H Harsha Lake,1031,OH00929,grand_id,1683
Hocking County Lake,1015,OH00260,lmorpho_comid,15417761
Hocking County Lake,1015,OH00260,nhdplus_comid,15417761
Hocking County Lake,1015,OH00260,comid_match_lagoslakeid,2821
Hocking County Lake,1015,OH00260,poly_intersect_lagoslakeid,2821
Hocking County Lake,1015,OH00260,hylak_comid,15417761
Hocking County Lake,1015,OH00260,hylak_id,112268
Kiser Lake,1016,OH00435,nla07_site_id,NLA06608-1359
Kiser Lake,1016,OH00435,lmorpho_comid,3980812
Kiser Lake,1016,OH00435,lmorpho_nla07,NLA06608-1359
Kiser Lake,1016,OH00435,nhdplus_comid,3980812
Kiser Lake,1016,OH00435,gnis_id,1070804
Kiser Lake,1016,OH00435,comid_match_lagoslakeid,496
Kiser Lake,1016,OH00435,poly_intersect_lagoslakeid,496
Kiser Lake,1016,OH00435,hylak_comid,3980812
Kiser Lake,1016,OH00435,hylak_id,112129
Knox Lake,1017,OH00638,lmorpho_comid,167484602
Knox Lake,1017,OH00638,nhdplus_comid,167484602
Knox Lake,1017,OH00638,gnis_id,1042332
Knox Lake,1017,OH00638,comid_match_lagoslakeid,1500
Knox Lake,1017,OH00638,poly_intersect_lagoslakeid,1500
Knox Lake,1017,OH00638,hylak_comid,167484602
Knox Lake,1017,OH00638,hylak_id,112062
La Due Reservoir,1018,OH00756,nla07_site_id,NLA06608-0367
La Due Reservoir,1018,OH00756,lmorpho_comid,15585938
La Due Reservoir,1018,OH00756,lmorpho_nla07,NLA06608-0367
La Due Reservoir,1018,OH00756,nhdplus_comid,15585996
La Due Reservoir,1018,OH00756,comid_match_lagoslakeid,3192
La Due Reservoir,1018,OH00756,poly_intersect_lagoslakeid,3192
La Due Reservoir,1018,OH00756,hylak_comid,15585938
La Due Reservoir,1018,OH00756,hylak_id,111756
La Due Reservoir,1018,OH00756,grand_id,1561
La Due Reservoir,1018,OH00756,nhdplus_comid,15585938
La Due Reservoir,1018,OH00756,gnis_id,1084011
La Due Reservoir,1018,OH00756,lmorpho_comid,15585996
Lake Loramie,1019,OH00442,nla22_site_id,NES22-10058
Lake Loramie,1019,OH00442,nla12_site_id,NLA12_OH-102
Lake Loramie,1019,OH00442,nla07_site_id,NLA06608-0783
Lake Loramie,1019,OH00442,lmorpho_comid,3982320
Lake Loramie,1019,OH00442,lmorpho_nla07,NLA06608-0783
Lake Loramie,1019,OH00442,nhdplus_comid,3982320
Lake Loramie,1019,OH00442,gnis_id,1042782
Lake Loramie,1019,OH00442,comid_match_lagoslakeid,3002
Lake Loramie,1019,OH00442,poly_intersect_lagoslakeid,3002
Lake Loramie,1019,OH00442,hylak_comid,3982320
Lake Loramie,1019,OH00442,hylak_id,112094
Lake Milton,1020,OH00419,lmorpho_comid,13152651
Lake Milton,1020,OH00419,nhdplus_comid,13152651
Lake Milton,1020,OH00419,gnis_id,1043393
Lake Milton,1020,OH00419,comid_match_lagoslakeid,3855
Lake Milton,1020,OH00419,poly_intersect_lagoslakeid,3855
Lake Milton,1020,OH00419,hylak_comid,13152651
Lake Milton,1020,OH00419,hylak_id,111867
Lake Milton,1020,OH00419,grand_id,1574
Michael J Kirwan Reservoir,1024,OH00030,nla07_site_id,NLA06608-0111
Michael J Kirwan Reservoir,1024,OH00030,lmorpho_comid,13155459
Michael J Kirwan Reservoir,1024,OH00030,lmorpho_nla07,NLA06608-0111
