"lake_id","site_id","visit","sample_depth","sample_date","temp","do","sp_cond","ph","chla_sonde","phycocyanin_sonde","turbidity","do_flag","sp_cond_flag","ph_flag","chla_sonde_flag","turbidity_flag","do_comment","sp_cond_comment","ph_comment","chla_sonde_comment","turbidity_comment","sample_depth_units","temp_units","do_units","sp_cond_units","chla_sonde_units","phycocyanin_units","phycocyanin_sonde_flag","phycocyanin_sonde_comment","do_sat","turbidity_units"
"155","25",1,8,2021-06-14,16.75,5.72,583,8.09,3.4,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"155","25",1,9,2021-06-14,16.57,5.54,584,8.05,3.7,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"155","25",1,10,2021-06-14,16.3,4.36,585,7.99,4,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"155","25",1,11,2021-06-14,15.92,3.84,587,7.86,3.1,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"155","25",1,12,2021-06-14,15.8,2.77,588,7.79,3.4,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"155","25",1,12.7,2021-06-14,15.63,2.34,589,7.74,3.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"157","4",1,0.1,2022-08-23,20.3,6.82,504,8.5,NA,0.1,22.95,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"157","4",1,1,2022-08-23,19.9,6.69,504,8.5,NA,0.15,25.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"157","4",1,2,2022-08-23,19.8,6.6,504,8.5,NA,0.08,25.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"157","4",1,3,2022-08-23,19.6,6.3,504,8.4,NA,0.1,30.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"157","4",1,3.5,2022-08-23,19.5,6.1,504,8.4,NA,0.1,35.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,0.1,2022-08-04,27.17,8.56,877,8.65,NA,0.06,0.43,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,1,2022-08-04,27.05,8.75,878,8.65,NA,0.05,0.51,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,2,2022-08-04,25.07,8.87,875,8.68,NA,0.06,0.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,3,2022-08-04,24.48,8.8,872,8.61,NA,0.11,0.76,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,4,2022-08-04,13.89,7.9,865,8.41,NA,0.1,0.68,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,5,2022-08-04,22.35,4.91,851,7.74,NA,0.11,1.16,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,6,2022-08-04,21.14,2.54,872,7.46,NA,0.1,1.12,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,7,2022-08-04,18.71,0.58,930,7.37,NA,0.21,2.46,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,8,2022-08-04,16.07,0.09,975,7.23,NA,0.19,16.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,9,2022-08-04,15.02,0.4,987,7.13,NA,0.11,8.64,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"159","12",1,9.8,2022-08-04,14.37,0.22,996,7.11,NA,0.28,24.39,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"165","6",1,0.1,2022-08-03,25.21,8.3,1152,8.5,6.7,0.57,3.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"165","6",1,1,2022-08-03,26.61,8.88,1155,8.6,4.33,0.41,3.44,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"165","6",1,2,2022-08-03,25.65,8.92,1160,8.6,6.23,0.42,3.86,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"165","6",1,3,2022-08-03,24.45,2.6,1161,8.28,16.98,1.14,10.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"165","6",1,3.5,2022-08-03,24.02,3.25,1156,7.97,18.32,1.04,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,0.1,2022-08-25,21.8,10.9,546,10,1.2,0.01,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,0.5,2022-08-25,21.7,11.3,545,10,1.4,0.1,0.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,1,2022-08-25,21.3,12,529,10,1.4,0.01,0.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,1.5,2022-08-25,21.2,12.4,528,10,1.4,0.01,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,2,2022-08-25,21.2,12.9,525,10,1.5,0.01,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,2.5,2022-08-25,21,13.1,556,10.1,1.7,0.01,0.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"188","9",1,3,2022-08-25,20.6,10,592,9.9,2,0.01,4.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,0.1,2020-09-09,21.1,5.17,296,8.05,15.3,NA,8.9,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,1,2020-09-09,21.12,5.07,296,8.05,14.1,NA,9.1,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,2,2020-09-09,21.13,5.05,296,8.06,14.4,NA,8.9,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,3,2020-09-09,21.12,5.04,295,8.07,15.8,NA,9.1,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,4,2020-09-09,21.11,5.09,295,8.07,15.8,NA,9.8,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,5,2020-09-09,21.06,5.13,295,8.09,12.8,NA,15.2,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"191","13",1,5.1,2020-09-09,21.06,5.03,294,8.08,14.7,NA,16.2,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,0.1,2023-06-04,24,12.1,718,9.1,12.2,1.3,6.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,1,2023-06-04,24,12.3,719,9.1,15.5,1.2,5.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,2,2023-06-04,23.6,11.7,719,9.1,10,1.3,4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,3,2023-06-04,23.4,11.7,719,9.1,3.7,0.8,3.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,4,2023-06-04,23.1,10.3,721,9,2,0.3,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"195","11",1,5.1,2023-06-04,23,9.4,722,8.9,2.5,0.1,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,0.1,2020-07-27,20.74,10.6,466,NA,0.01,NA,0.2,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,1,2020-07-27,20.75,10.67,464,NA,0.01,NA,0.5,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,2,2020-07-27,20.74,10.62,464,NA,0.01,NA,0.6,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,3,2020-07-27,20.75,10.65,463,NA,0.01,NA,0.6,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,4,2020-07-27,20.19,10.79,467,NA,0.1,NA,1.2,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,5,2020-07-27,18.37,10.46,483,NA,0.1,NA,3.2,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,6,2020-07-27,12.38,4.46,547,NA,0.01,NA,1.9,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,7,2020-07-27,6.75,1.71,613,NA,0.01,NA,9.6,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,8,2020-07-27,4.35,0.84,637,NA,0.1,NA,2,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"204","3",1,9,2020-07-27,4.02,0.62,640,NA,0.1,NA,3.4,NA,"1","1","1","1",NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low","Check post-deployment cal sheet before unflagging","All readings were near 0.0. Chlorophyl was calibrated in field but wiper was at 90°","Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,0.1,2020-08-27,27.62,7.4,541,8.73,8.2,NA,1.2,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,1,2020-08-27,27.38,7.43,541,8.73,7.1,NA,0.8,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,2,2020-08-27,26.91,6.76,542,8.64,8.3,NA,0.9,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,3,2020-08-27,25.5,6.41,543,8.46,10.9,NA,1.8,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,4,2020-08-27,22.86,2.88,553,7.85,11.5,NA,8.8,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,5,2020-08-27,19.19,0.61,567,7.67,20.5,NA,13.2,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,6,2020-08-27,14.35,0.3,611,9.5,78.8,NA,5.8,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,7,2020-08-27,11.25,0.17,625,9.94,34,NA,3.7,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,8,2020-08-27,9.32,0.11,644,10.27,20.4,NA,6.2,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"205","7",1,8.1,2020-08-27,9.05,0.08,648,10.38,20.8,NA,7.6,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,0.1,2020-09-13,24,7.55,1237,NA,4.1,NA,0.4,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,1,2020-09-13,24,7.42,1238,NA,7.2,NA,1.1,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,2,2020-09-13,24,7.39,1237,NA,4.5,NA,1.2,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,3,2020-09-13,23.8,7.35,1238,NA,7.1,NA,1.2,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,4,2020-09-13,22.4,7.15,1238,NA,5.1,NA,1.1,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,5,2020-09-13,18.3,7.06,1240,NA,7.3,NA,1.2,NA,NA,"1",NA,NA,NA,NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,6,2020-09-13,14,0,1278,NA,4.4,NA,3,"1",NA,"1",NA,NA,"substituted NLA17 profile data from Jun 29 2017",NA,"pH 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,7,2020-09-13,12,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,8,2020-09-13,11.5,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,9,2020-09-13,10.7,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,10,2020-09-13,10.1,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,11,2020-09-13,9.6,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,12,2020-09-13,9.5,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,13,2020-09-13,9.4,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"207","25",1,13.4,2020-09-13,9.2,0,NA,NA,NA,NA,NA,"1","1","1","1","1","substituted NLA17 profile data from Jun 29 2017","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","SONDE handheld stopped working","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,0.1,2020-09-11,22.04,3.63,472,8.65,8.5,NA,2.1,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,1,2020-09-11,22.04,3.52,472,8.66,7.9,NA,2,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,2,2020-09-11,22.01,3.46,472,8.66,7,NA,2.1,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,3,2020-09-11,21.95,3.47,471,8.67,7.9,NA,2.1,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,4,2020-09-11,21.76,2.62,470,8.71,7.3,NA,3.9,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,5,2020-09-11,18.04,0.37,637,10.23,24.3,NA,8.1,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,6,2020-09-11,14.91,0.22,717,10.22,22.7,NA,6.6,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"208","1",1,6.6,2020-09-11,13.91,0.15,737,10.29,23.5,NA,5.8,NA,NA,"1",NA,NA,NA,NA,"ph 7 and 10 failed post-deployment cal check",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,0.1,2020-08-12,29.5,9.41,165,9.36,3.7,NA,1.3,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,1,2020-08-12,29.5,9.49,165,9.38,4.4,NA,0.7,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,2,2020-08-12,29.1,9.07,165,9.1,6,NA,0.7,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,3,2020-08-12,27.2,8.4,162,8.41,5,NA,1.4,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,4,2020-08-12,22.1,1.64,163,7.3,4.5,NA,3.3,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,5,2020-08-12,15.5,0.38,203,7.3,64.8,NA,0.4,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"209","14",1,6,2020-08-12,12.4,0.2,231,8.1,57.1,NA,10,NA,NA,"1",NA,"1",NA,NA,"pH 7 failed post-deployment cal check",NA,"Turbidity 0 value failed post-deployment cal check","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"210","5",1,0.1,2020-08-26,27.33,10.82,471,9.69,24.8,NA,91.4,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"210","5",1,0.5,2020-08-26,26.95,10.86,471,9.63,25.1,NA,91.4,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"210","5",1,1,2020-08-26,28.86,8.81,473,9.58,26,NA,92.7,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"210","5",1,1.3,2020-08-26,26.46,3.8,476,9.38,27.3,NA,116.4,"1",NA,NA,NA,NA,"failed post-deployment cal check",NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"211","14",1,0.1,2020-07-29,23.3,14.33,NA,NA,NA,NA,17.3,NA,"1","1","1",NA,NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low. ""Sonde probe not secure and h2o contaminated electronics"" -comment on datasheet","Readings are unexpectedly low","All readings were 0.0. Chlorophyl was calibrated in field but wiper was at 90°",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"211","14",1,0.8,2020-07-29,23.17,14.97,NA,NA,NA,NA,19.1,NA,"1","1","1",NA,NA,"Post deployment standard measurement was OK, but calibrated value was out of range and cell constant was too low. ""Sonde probe not secure and h2o contaminated electronics"" -comment on datasheet","Readings are unexpectedly low","All readings were 0.0. Chlorophyl was calibrated in field but wiper was at 90°",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"214","4",1,0.1,2023-06-06,25.5,7.9,553,8.4,21.3,0.5,4.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"214","4",1,1,2023-06-06,25.3,7.9,553,8.4,24.6,0.6,5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"214","4",1,2,2023-06-06,24.8,7.3,555,8.3,20.7,0.7,7.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
