"lake_id","site_id","visit","sample_depth","sample_date","temp","do","sp_cond","ph","chla_sonde","phycocyanin_sonde","turbidity","do_flag","sp_cond_flag","ph_flag","chla_sonde_flag","turbidity_flag","do_comment","sp_cond_comment","ph_comment","chla_sonde_comment","turbidity_comment","sample_depth_units","temp_units","do_units","sp_cond_units","chla_sonde_units","phycocyanin_units","phycocyanin_sonde_flag","phycocyanin_sonde_comment","do_sat","turbidity_units"
"302","10",1,11,2018-08-10,19.2,7.8,388,7.9,NA,NA,2.4,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,12,2018-08-10,19.1,7.8,388,7.9,NA,NA,2.5,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,13,2018-08-10,19.1,7.3,388,7.9,NA,NA,2.8,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,14,2018-08-10,19.1,7,388,7.9,NA,NA,2.9,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,15,2018-08-10,19.1,7.3,388,7.9,NA,NA,3.3,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,16,2018-08-10,19.1,7.4,388,7.9,NA,NA,2.8,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,17,2018-08-10,19,7.2,388,7.8,NA,NA,2.6,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"302","10",1,17.6,2018-08-10,19,7.2,388,7.9,NA,NA,2.6,"1",NA,NA,"1",NA,"Horibia instrument was used as YSI was ""lost"". DO was not calibrated on 08/10/18. DO was calibrated on Horibia on 08/11/18 and DO measurements were retaken. Data on this sheet is from 8/11/18",NA,NA,"YSI instrument was ""lost"" and Horibia instrument could not run Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,0.1,2018-08-01,25.5,8.6,519,8.73,0.34,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,1,2018-08-01,24.6,8.7,518,8.72,0.43,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,2,2018-08-01,24.4,8.8,518,8.71,0.71,NA,1.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,3,2018-08-01,24.2,8.9,517,8.7,0.88,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,4,2018-08-01,23.7,9.1,516,8.69,1,NA,1.8,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,5,2018-08-01,22.8,9.5,514,8.68,1.2,NA,1.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,6,2018-08-01,21.8,9.7,512,8.63,1.52,NA,2.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,7,2018-08-01,20.4,8.6,513,8.64,1.79,NA,2.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,8,2018-08-01,19.3,7.2,519,8.56,1.49,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,9,2018-08-01,16.3,3.5,529,8.08,2.42,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,10,2018-08-01,14.5,0.8,533,7.84,2.43,NA,2.3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,11,2018-08-01,11.5,0.1,534,7.73,3.14,NA,2.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,12,2018-08-01,9.8,0,527,7.67,2.63,NA,0.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,13,2018-08-01,8.4,0,530,7.64,1.94,NA,1.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,14,2018-08-01,7.6,0,538,7.6,1.32,NA,1.5,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,15,2018-08-01,7,0,540,7.57,1.11,NA,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,16,2018-08-01,6.7,0,543,7.55,1.06,NA,1.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,17,2018-08-01,6.6,0,546,7.51,1.05,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"308","1",1,18,2018-08-01,6.4,0,553,7.43,1.17,NA,1.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"323","4",1,0.1,2018-08-12,22.1,8.38,208,9.6,NA,NA,4.12,NA,NA,NA,"1",NA,NA,NA,NA,"No YSI = No Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"323","4",1,1,2018-08-12,22.1,8.15,209,9.25,NA,NA,3.23,NA,NA,NA,"1",NA,NA,NA,NA,"No YSI = No Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"323","4",1,2,2018-08-12,22.1,8.35,209,9.25,NA,NA,5.35,NA,NA,NA,"1",NA,NA,NA,NA,"No YSI = No Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"323","4",1,3,2018-08-12,22.1,8.13,209,9.26,NA,NA,12.5,NA,NA,NA,"1",NA,NA,NA,NA,"No YSI = No Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"323","4",1,3.9,2018-08-12,21.8,5.86,211,9.25,NA,NA,8.76,NA,NA,NA,"1",NA,NA,NA,NA,"No YSI = No Chla.",NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"331","22",1,0.1,2018-08-07,19.7,12.5,465.3,8.55,1.16,3.56,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"331","22",1,1,2018-08-07,17.6,12.7,467.4,8.56,1.36,2.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"331","22",1,2,2018-08-07,17.2,12.5,467.6,8.51,13.06,4.6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"331","22",1,2.1,2018-08-07,17.4,12.8,465,8.55,7.45,6.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,0.1,2018-08-12,18.2,9.81,33,6.58,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,1,2018-08-12,18.12,9.63,31,6.69,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,2,2018-08-12,18.2,9.84,33,6.69,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,3,2018-08-12,18.1,9.67,33,6.69,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,4,2018-08-12,18,9.74,33,6.7,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,5,2018-08-12,17.9,9.58,33,6.7,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,6,2018-08-12,17.7,9.74,34,6.68,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,7,2018-08-12,17.5,9.61,34,6.67,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,8,2018-08-12,17.3,9.49,34,6.64,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,9,2018-08-12,17.2,9.51,32,6.61,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,10,2018-08-12,17.1,9.43,36,6.57,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,11,2018-08-12,16.9,9.5,31,6.54,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,12,2018-08-12,16.8,9.34,32,6.48,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,13,2018-08-12,16.7,9.13,32,6.42,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,14,2018-08-12,16.6,9.17,31,6.37,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,15,2018-08-12,16.5,9.09,32,6.33,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,16,2018-08-12,16.5,9.09,32,6.29,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,17,2018-08-12,16.4,9.16,33,6.27,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,18,2018-08-12,16.3,9.04,33,6.24,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,19,2018-08-12,16.2,9.1,33,6.24,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,20,2018-08-12,16.1,8.94,34,6.22,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,21,2018-08-12,16,8.92,34,6.2,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,22,2018-08-12,15.9,8.84,32,6.2,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,23,2018-08-12,15.9,8.81,34,6.25,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,24,2018-08-12,15.8,8.78,32,6.18,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,25,2018-08-12,15.7,8.75,32,6.17,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,26,2018-08-12,15.1,8.57,30,6.17,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,27,2018-08-12,15.4,8.66,29,6.19,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,28,2018-08-12,15.3,8.66,28,6.16,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,29,2018-08-12,15.1,8.73,27,6.16,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,30,2018-08-12,14.8,8.6,26,6.16,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,31,2018-08-12,14.2,8.8,25,6.15,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,32,2018-08-12,13.9,8.96,26,6.15,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,33,2018-08-12,13.5,8.7,25,6.15,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,34,2018-08-12,13,8.88,24,6.15,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,35,2018-08-12,12.4,7.8,25,6.13,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,36,2018-08-12,12.2,8.5,24,6.13,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,37,2018-08-12,11.7,8.68,27,6.11,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,38,2018-08-12,10.7,8.51,27,6.11,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,39,2018-08-12,10.3,8.6,29,6.1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,40,2018-08-12,9.4,8.38,31,6.1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,41,2018-08-12,8.9,8.45,32,6.08,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,42,2018-08-12,8.6,8.54,33,6.07,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,43,2018-08-12,8.2,7.69,34,6.1,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,44,2018-08-12,8,8.54,34,6.06,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,45,2018-08-12,7.9,7.05,35,6.04,NA,NA,NA,NA,NA,NA,NA,"1",NA,NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,46,2018-08-12,7.7,NA,35,6.02,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,47,2018-08-12,7.5,NA,36,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,48,2018-08-12,7.5,NA,36,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,49,2018-08-12,7.3,NA,36,6.02,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,50,2018-08-12,7.1,NA,37,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,51,2018-08-12,7,NA,37,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,52,2018-08-12,7.1,NA,37,6.04,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,53,2018-08-12,6.8,NA,38,6.04,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,54,2018-08-12,6.6,NA,38,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,55,2018-08-12,6.4,NA,39,6.03,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"999","10",1,56,2018-08-12,6.3,NA,40,5.98,NA,NA,NA,"1",NA,NA,NA,"1","DO stopped recording at 46 meters",NA,NA,NA,"No turbidity data - would not calibrate","m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"10","2",1,0.1,2022-08-18,31.3,7.4,258,8.3,0.9,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,1.1,2022-08-18,31.3,7.4,258,8.3,1.4,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,2.1,2022-08-18,31.3,7.4,258,8.3,1,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,3.1,2022-08-18,31.1,6.9,259,8.2,1.7,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,4.1,2022-08-18,30.8,6.6,259,8.2,1.6,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,5.1,2022-08-18,30.8,6.3,259,8.1,1.6,NA,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"10","2",1,6.1,2022-08-18,30.6,5,260,7.9,2.3,NA,1.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,"turbidty sensor unstable at times, but values checked out at Fondriest","m","c","mg_l","us_cm","ug_l","ug_l",NA,"Not recorded",NA,NA
"16","8",1,0.1,2021-08-25,33.01,12.8,174,7.6,5.4,NA,10.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"16","8",1,0.5,2021-08-25,29.1,11.2,175,8,7.4,NA,9.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"16","8",1,1,2021-08-25,28,12.7,175,8.1,10.2,NA,12.7,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"16","8",1,1.5,2021-08-25,26.9,3.3,181,7.9,19.6,NA,7.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"16","8",1,2,2021-08-25,24.8,0.5,305,6.9,105.4,NA,38.9,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"44","7",1,0.1,2020-09-03,33.5,6.91,18,5,4.7,NA,0.5,NA,NA,"1",NA,NA,NA,NA,"failed post-deployment cal check. pH gain outside of mV range",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"44","7",1,1.1,2020-09-03,32.5,6.7,18,4.9,4.8,NA,0.3,NA,NA,"1",NA,NA,NA,NA,"failed post-deployment cal check. pH gain outside of mV range",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"44","7",1,2.1,2020-09-03,32.2,6.9,18,4.9,4.1,NA,0.4,NA,NA,"1",NA,NA,NA,NA,"failed post-deployment cal check. pH gain outside of mV range",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"44","7",1,3.1,2020-09-03,28.6,5,20,4.7,3,NA,1,NA,NA,"1",NA,NA,NA,NA,"failed post-deployment cal check. pH gain outside of mV range",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
"44","7",1,4.1,2020-09-03,27.1,4.8,19,4.7,0.5,NA,3,NA,NA,"1",NA,NA,NA,NA,"failed post-deployment cal check. pH gain outside of mV range",NA,NA,"m","c","mg_l","us_cm","ug_l","ug_l",NA,NA,NA,NA
