"lake_id","site_id","visit","site_depth","site_wgt","lat","long","site_depth_units","site_wgt_units","sample_start","sample_end","chla_collection_date"
1013,"32",1,0.9,0.207142857142857,"40.414543"," -83.041816","m","dimensionless",2016-06-08,2016-06-09,NA
1013,"33",1,2.5,0.207142857142857,"40.409139"," -83.053733","m","dimensionless",2016-06-08,2016-06-09,NA
1013,"34",1,1.4,0.207142857142857,"40.407498"," -83.051221","m","dimensionless",2016-06-08,2016-06-09,NA
1013,"35",1,1.7,0.207142857142857,"40.421705"," -83.052678","m","dimensionless",2016-06-08,2016-06-09,NA
1014,"1",1,5.7,0.30125,"40.002679"," -82.088483","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"2",1,5.9,0.30125,"39.995742"," -82.088132","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"3",1,2.6,0.30125,"40.009178"," -82.121648","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"4",1,4.4,0.30125,"40.000457"," -82.105643","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"5",1,5.9,0.30125,"40.000939"," -82.087733","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"6",1,4.1,0.30125,"39.995007"," -82.082006","m","dimensionless",2016-09-14,2016-09-15,2016-09-15
1014,"7",1,4.6,0.30125,"39.999820"," -82.110231","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"8",1,5.9,0.30125,"39.997819"," -82.091686","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"19",1,1,0.0642857142857143,"40.016542"," -82.090317","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"20",1,1.9,0.0642857142857143,"40.011013"," -82.121899","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"22",1,1.5,0.0642857142857143,"40.023638"," -82.125473","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"23",1,2,0.0642857142857143,"40.011594"," -82.086787","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"24",1,1.3,0.0642857142857143,"40.012750"," -82.120131","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"25",1,1.4,0.0642857142857143,"40.012218"," -82.119985","m","dimensionless",2016-09-14,2016-09-15,NA
1014,"27",1,1.8,0.0642857142857143,"40.013546"," -82.088497","m","dimensionless",2016-09-14,2016-09-15,NA
1015,"2",1,1.5,0.0942857142857143,"39.540058"," -82.476163","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"3",1,0.8,0.0942857142857143,"39.544206"," -82.475145","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"4",1,4.1,0.075,"39.536165"," -82.455533","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"6",1,3,0.0942857142857143,"39.537236"," -82.468020","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"7",1,0.7,0.0942857142857143,"39.545913"," -82.475265","m","dimensionless",2016-06-20,2016-06-21,2016-06-20
1015,"8",1,3.7,0.075,"39.534973"," -82.463325","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"10",1,1.9,0.0942857142857143,"39.539320"," -82.468820","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"11",1,0.9,0.075,"39.537533"," -82.448756","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"13",1,2.1,0.075,"39.535653"," -82.461440","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"14",1,2,0.0942857142857143,"39.540656"," -82.472243","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"15",1,4.8,0.075,"39.536851"," -82.451700","m","dimensionless",2016-06-20,2016-06-21,2016-06-20
1015,"16",1,4.6,0.075,"39.533668"," -82.459204","m","dimensionless",2016-06-20,2016-06-21,NA
1015,"18",1,2.4,0.075,"39.535775"," -82.448923","m","dimensionless",2016-06-20,2016-06-21,NA
