"lake_id","name","value","units"
147,"dynamic_ratio","4986.28881987578","m"
148,"surface_area","  64886666","m2"
148,"shoreline_length"," 275251","m"
148,"shoreline_development"," 9.64","dimensionless"
148,"max_width","10735","m"
148,"mean_width"," 5536","m"
148,"max_length","12269","m"
148,"mean_depth"," 6.7","m"
148,"max_depth"," 13.5","m"
148,"volume","  433202085","m3"
148,"littoral_fraction"," 17.57","m"
148,"circularity","0.0107623967601499","m"
148,"dynamic_ratio","41391.0571428571","m"
149,"surface_area","  10405058","m2"
149,"shoreline_length","  60381","m"
149,"shoreline_development"," 5.28","dimensionless"
149,"max_width"," 3208","m"
149,"mean_width"," 1558","m"
149,"max_length"," 6684","m"
149,"mean_depth"," 4.6","m"
149,"max_depth"," 11.0","m"
149,"volume","   57390906","m3"
149,"littoral_fraction"," 12.40","m"
149,"circularity","0.035863532397774","m"
149,"dynamic_ratio","13212.4835886214","m"
155,"surface_area","   6690346","m2"
155,"shoreline_length","  16818","m"
155,"shoreline_development"," 1.83","dimensionless"
155,"max_width"," 3061","m"
155,"mean_width"," 2024","m"
155,"max_length"," 3317","m"
155,"mean_depth"," 8.1","m"
155,"max_depth"," 13.8","m"
155,"volume","   63094787","m3"
155,"littoral_fraction"," 29.91","m"
155,"circularity","0.297255129139315","m"
155,"dynamic_ratio","2078.81582200247","m"
157,"surface_area","   1560850","m2"
157,"shoreline_length","   7585","m"
157,"shoreline_development"," 1.71","dimensionless"
157,"max_width"," 1139","m"
157,"mean_width","  881","m"
157,"max_length"," 1803","m"
157,"mean_depth"," 2.3","m"
157,"max_depth","  4.4","m"
157,"volume","    3848977","m3"
157,"littoral_fraction"," 60.61","m"
157,"circularity","0.340967203242017","m"
157,"dynamic_ratio","3255.16738197425","m"
159,"surface_area","    174674","m2"
159,"shoreline_length","   2349","m"
159,"shoreline_development"," 1.59","dimensionless"
159,"max_width","  327","m"
159,"mean_width","  208","m"
159,"max_length","  886","m"
159,"mean_depth"," 7.3","m"
159,"max_depth"," 10.8","m"
159,"volume","    1331339","m3"
159,"littoral_fraction"," 50.27","m"
159,"circularity","0.397943152354629","m"
159,"dynamic_ratio","319.537414965986","m"
165,"surface_area","    132922","m2"
165,"shoreline_length","   2270","m"
165,"shoreline_development"," 1.76","dimensionless"
165,"max_width","  275","m"
165,"mean_width","  191","m"
165,"max_length","  751","m"
165,"mean_depth"," 2.9","m"
165,"max_depth","  4.0","m"
165,"volume","     399650","m3"
165,"littoral_fraction"," 83.30","m"
165,"circularity","0.324291472682256","m"
165,"dynamic_ratio","788.03125","m"
166,"surface_area","     29142","m2"
166,"shoreline_length","   1126","m"
166,"shoreline_development"," 1.86","dimensionless"
166,"max_width","  190","m"
166,"mean_width","  131","m"
166,"max_length","  279","m"
166,"mean_depth"," 1.8","m"
166,"max_depth","  3.3","m"
166,"volume","      62911","m3"
166,"littoral_fraction"," 79.94","m"
166,"circularity","0.288653103956107","m"
166,"dynamic_ratio","615.491803278689","m"
167,"surface_area","   6043738","m2"
167,"shoreline_length","  10533","m"
167,"shoreline_development"," 1.21","dimensionless"
167,"max_width"," 2830","m"
167,"mean_width"," 1655","m"
167,"max_length"," 3668","m"
167,"mean_depth"," 2.8","m"
167,"max_depth","  4.1","m"
167,"volume","   16519156","m3"
167,"littoral_fraction"," 79.07","m"
167,"circularity","0.684499867876726","m"
167,"dynamic_ratio","3789.01438848921","m"
184,"surface_area","     48456","m2"
184,"shoreline_length","   1123","m"
184,"shoreline_development"," 1.44","dimensionless"
184,"max_width","  173","m"
184,"mean_width","  131","m"
184,"max_length","  428","m"
184,"mean_depth"," 3.2","m"
184,"max_depth","  5.1","m"
184,"volume","     163704","m3"
184,"littoral_fraction"," 65.33","m"
184,"circularity","0.482530761211048","m"
184,"dynamic_ratio","352.147335423197","m"
186,"surface_area","   2043089","m2"
186,"shoreline_length","   6663","m"
186,"shoreline_development"," 1.32","dimensionless"
186,"max_width"," 1508","m"
186,"mean_width","  979","m"
186,"max_length"," 2127","m"
186,"mean_depth"," 5.8","m"
186,"max_depth","  7.7","m"
186,"volume","   11659790","m3"
186,"littoral_fraction"," 69.65","m"
186,"circularity","0.578248614619024","m"
186,"dynamic_ratio","1142.93825042882","m"
188,"surface_area","   1022311","m2"
188,"shoreline_length","   6421","m"
188,"shoreline_development"," 1.79","dimensionless"
188,"max_width","  755","m"
188,"mean_width","  833","m"
188,"max_length"," 2248","m"
188,"mean_depth"," 1.9","m"
188,"max_depth","  3.5","m"
188,"volume","    2044831","m3"
188,"littoral_fraction"," 75.33","m"
188,"circularity","0.311565684275607","m"
188,"dynamic_ratio","3379.62105263158","m"
190,"surface_area","   3024877","m2"
190,"shoreline_length","  25098","m"
190,"shoreline_development"," 4.07","dimensionless"
190,"max_width"," 1442","m"
190,"mean_width","  660","m"
190,"max_length"," 4624","m"
190,"mean_depth"," 7.7","m"
190,"max_depth"," 15.2","m"
190,"volume","   21430586","m3"
190,"littoral_fraction"," 16.87","m"
190,"circularity","0.0603464210135842","m"
190,"dynamic_ratio","3280.7385620915","m"
191,"surface_area","    280530","m2"
191,"shoreline_length","   4220","m"
191,"shoreline_development"," 2.25","dimensionless"
191,"max_width","  656","m"
191,"mean_width","  302","m"
191,"max_length"," 1075","m"
191,"mean_depth"," 3.6","m"
191,"max_depth","  6.1","m"
191,"volume","    1071603","m3"
191,"littoral_fraction"," 53.07","m"
191,"circularity","0.1979955787365","m"
191,"dynamic_ratio","1181.94957983193","m"
195,"surface_area","    139099","m2"
195,"shoreline_length","   3017","m"
195,"shoreline_development"," 2.28","dimensionless"
195,"max_width","  358","m"
195,"mean_width","  195","m"
195,"max_length","  753","m"
195,"mean_depth"," 3.3","m"
195,"max_depth","  6.1","m"
195,"volume","     465629","m3"
195,"littoral_fraction"," 46.91","m"
195,"circularity","0.192091724678396","m"
195,"dynamic_ratio","914.109090909091","m"
204,"surface_area","    437119","m2"
204,"shoreline_length","   2597","m"
204,"shoreline_development"," 1.11","dimensionless"
204,"max_width","  844","m"
204,"mean_width","  489","m"
204,"max_length","  905","m"
204,"mean_depth"," 5.9","m"
204,"max_depth","  9.2","m"
204,"volume","    2533155","m3"
204,"littoral_fraction"," 48.58","m"
204,"circularity","0.814151584868869","m"
204,"dynamic_ratio","438.763513513514","m"
205,"surface_area","    119602","m2"
205,"shoreline_length","   2000","m"
205,"shoreline_development"," 1.63","dimensionless"
205,"max_width","  302","m"
205,"mean_width","  190","m"
205,"max_length","  635","m"
205,"mean_depth"," 4.5","m"
205,"max_depth","  9.1","m"
205,"volume","     403619","m3"
205,"littoral_fraction"," 26.90","m"
205,"circularity","0.375875250652433","m"
205,"dynamic_ratio","443.379157427938","m"
206,"surface_area","   1278624","m2"
206,"shoreline_length","  13285","m"
206,"shoreline_development"," 3.31","dimensionless"
206,"max_width"," 1115","m"
206,"mean_width","  620","m"
206,"max_length"," 2211","m"
206,"mean_depth"," 9.7","m"
206,"max_depth"," 16.4","m"
206,"volume","   13236618","m3"
206,"littoral_fraction"," 26.80","m"
206,"circularity","0.0910401061586235","m"
206,"dynamic_ratio","1376.67875647668","m"
207,"surface_area","    488691","m2"
207,"shoreline_length","  21130","m"
207,"shoreline_development"," 8.53","dimensionless"
207,"max_width","  469","m"
207,"mean_width","  172","m"
207,"max_length"," 4489","m"
207,"mean_depth"," 5.7","m"
207,"max_depth"," 14.4","m"
207,"volume","    2726264","m3"
207,"littoral_fraction","  6.73","m"
207,"circularity","0.0137543022161957","m"
207,"dynamic_ratio","3726.65961199295","m"
208,"surface_area","    175142","m2"
208,"shoreline_length","   4645","m"
208,"shoreline_development"," 3.13","dimensionless"
208,"max_width","  386","m"
208,"mean_width","  225","m"
208,"max_length","  856","m"
208,"mean_depth"," 3.9","m"
208,"max_depth","  7.6","m"
208,"volume","     752229","m3"
208,"littoral_fraction"," 33.92","m"
208,"circularity","0.102020470530678","m"
208,"dynamic_ratio","1206.41298701299","m"
209,"surface_area","    102732","m2"
209,"shoreline_length","   2768","m"
209,"shoreline_development"," 2.44","dimensionless"
209,"max_width","  479","m"
209,"mean_width","  167","m"
209,"max_length","  667","m"
209,"mean_depth"," 4.0","m"
209,"max_depth","  7.1","m"
209,"volume","     433921","m3"
209,"littoral_fraction"," 44.26","m"
209,"circularity","0.168527720012064","m"
209,"dynamic_ratio","693.664160401002","m"
210,"surface_area","    671630","m2"
210,"shoreline_length","   9783","m"
210,"shoreline_development"," 3.37","dimensionless"
210,"max_width","  646","m"
210,"mean_width","  451","m"
210,"max_length"," 1490","m"
210,"mean_depth"," 1.5","m"
210,"max_depth","  1.9","m"
210,"volume","     993217","m3"
210,"littoral_fraction","108.62","m"
210,"circularity","0.0881902278696449","m"
210,"dynamic_ratio","6700.49315068493","m"
211,"surface_area","    376173","m2"
211,"shoreline_length","   7277","m"
211,"shoreline_development"," 3.35","dimensionless"
211,"max_width","  416","m"
211,"mean_width","  263","m"
211,"max_length"," 1443","m"
211,"mean_depth"," 1.0","m"
211,"max_depth","  1.3","m"
211,"volume","     382966","m3"
211,"littoral_fraction","121.67","m"
211,"circularity","0.0892692249566839","m"
211,"dynamic_ratio","7276.92","m"
214,"surface_area","    108346","m2"
214,"shoreline_length","   2915","m"
214,"shoreline_development"," 2.50","dimensionless"
214,"max_width","  308","m"
214,"mean_width","  170","m"
214,"max_length","  643","m"
214,"mean_depth"," 2.5","m"
214,"max_depth","  4.8","m"
214,"volume","     259586","m3"
214,"littoral_fraction"," 54.51","m"
214,"circularity","0.160195045369701","m"
214,"dynamic_ratio","1170.81124497992","m"
230,"surface_area","     92220","m2"
230,"shoreline_length","   2028","m"
230,"shoreline_development"," 1.88","dimensionless"
230,"max_width","  418","m"
230,"mean_width","  168","m"
230,"max_length","  581","m"
230,"mean_depth"," 3.8","m"
230,"max_depth","  5.8","m"
230,"volume","     344541","m3"
230,"littoral_fraction"," 64.22","m"
230,"circularity","0.28184296423257","m"
230,"dynamic_ratio","533.618421052632","m"
231,"surface_area","   2976650","m2"
231,"shoreline_length","  30227","m"
231,"shoreline_development"," 4.94","dimensionless"
231,"max_width"," 1489","m"
231,"mean_width"," 1159","m"
231,"max_length"," 3071","m"
231,"mean_depth"," 3.9","m"
231,"max_depth","  6.3","m"
231,"volume","   12099326","m3"
231,"littoral_fraction"," 57.05","m"
231,"circularity","0.0409389663369136","m"
231,"dynamic_ratio","7711.0637755102","m"
232,"surface_area","   1012783","m2"
232,"shoreline_length","  13737","m"
232,"shoreline_development"," 3.85","dimensionless"
232,"max_width","  438","m"
232,"mean_width","  402","m"
232,"max_length"," 2566","m"
232,"mean_depth"," 2.6","m"
232,"max_depth","  4.7","m"
232,"volume","    2636439","m3"
232,"littoral_fraction"," 60.76","m"
232,"circularity","0.067447996402437","m"
232,"dynamic_ratio","5223.03422053232","m"
233,"surface_area","   2469942","m2"
233,"shoreline_length","  28017","m"
233,"shoreline_development"," 5.03","dimensionless"
233,"max_width"," 1267","m"
233,"mean_width","  740","m"
233,"max_length"," 3381","m"
233,"mean_depth"," 4.4","m"
233,"max_depth","  7.9","m"
233,"volume","   12497806","m3"
233,"littoral_fraction"," 39.29","m"
233,"circularity","0.0395422772471306","m"
233,"dynamic_ratio","6425.85550458716","m"
234,"surface_area","   1950895","m2"
234,"shoreline_length","  11287","m"
234,"shoreline_development"," 2.28","dimensionless"
234,"max_width"," 1388","m"
234,"mean_width","  813","m"
234,"max_length"," 2520","m"
234,"mean_depth"," 4.7","m"
234,"max_depth"," 13.5","m"
234,"volume","    9740400","m3"
234,"littoral_fraction","  4.25","m"
234,"circularity","0.192445067746723","m"
234,"dynamic_ratio","2401.43404255319","m"
235,"surface_area","   2371371","m2"
235,"shoreline_length","  21308","m"
235,"shoreline_development"," 3.90","dimensionless"
235,"max_width"," 1283","m"
235,"mean_width"," 1068","m"
235,"max_length"," 2240","m"
235,"mean_depth"," 2.7","m"
235,"max_depth","  9.9","m"
235,"volume","    7504847","m3"
235,"littoral_fraction","  2.48","m"
235,"circularity","0.0656355324434877","m"
235,"dynamic_ratio","7921.05204460967","m"
236,"surface_area","    124599","m2"
236,"shoreline_length","   2527","m"
236,"shoreline_development"," 2.02","dimensionless"
236,"max_width","  338","m"
236,"mean_width","  172","m"
236,"max_length","  728","m"
236,"mean_depth"," 4.5","m"
236,"max_depth","  7.5","m"
236,"volume","     559247","m3"
236,"littoral_fraction"," 47.42","m"
236,"circularity","0.245248482594521","m"
236,"dynamic_ratio","565.263982102908","m"
237,"surface_area","    123432","m2"
237,"shoreline_length","   2818","m"
237,"shoreline_development"," 2.26","dimensionless"
237,"max_width","  668","m"
237,"mean_width","  185","m"
237,"max_length","  767","m"
237,"mean_depth"," 4.3","m"
237,"max_depth","  6.3","m"
237,"volume","     513488","m3"
237,"littoral_fraction"," 64.37","m"
237,"circularity","0.195318949126895","m"
237,"dynamic_ratio","659.962529274005","m"
238,"surface_area","   4765760","m2"
238,"shoreline_length","   9587","m"
238,"shoreline_development"," 1.24","dimensionless"
238,"max_width"," 2026","m"
238,"mean_width"," 1409","m"
238,"max_length"," 3383","m"
238,"mean_depth"," 8.4","m"
238,"max_depth"," 15.8","m"
238,"volume","   44559813","m3"
238,"littoral_fraction"," 19.98","m"
238,"circularity","0.651545611147008","m"
238,"dynamic_ratio","1137.28944246738","m"
239,"surface_area","   2196014","m2"
239,"shoreline_length","  10337","m"
239,"shoreline_development"," 1.97","dimensionless"
239,"max_width","  894","m"
239,"mean_width","  710","m"
239,"max_length"," 3119","m"
239,"mean_depth","15.1","m"
239,"max_depth"," 27.2","m"
239,"volume","   37743384","m3"
239,"littoral_fraction"," 14.60","m"
239,"circularity","0.258274245186875","m"
239,"dynamic_ratio","686.36786188579","m"
240,"surface_area","    498980","m2"
240,"shoreline_length","   5380","m"
240,"shoreline_development"," 2.15","dimensionless"
240,"max_width"," 1004","m"
240,"mean_width","  400","m"
240,"max_length"," 1361","m"
240,"mean_depth"," 5.8","m"
240,"max_depth"," 11.7","m"
240,"volume","    3181748","m3"
240,"littoral_fraction"," 21.18","m"
240,"circularity","0.216651178041882","m"
240,"dynamic_ratio","922.778730703259","m"
247,"surface_area","   4132987","m2"
247,"shoreline_length","  25713","m"
247,"shoreline_development"," 3.57","dimensionless"
247,"max_width"," 1960","m"
247,"mean_width","  979","m"
247,"max_length"," 4623","m"
247,"mean_depth","19.0","m"
247,"max_depth"," 28.3","m"
247,"volume","   78475550","m3"
247,"littoral_fraction"," 30.34","m"
247,"circularity","0.0785518113416318","m"
247,"dynamic_ratio","1355.47496046389","m"
249,"surface_area","   1864879","m2"
249,"shoreline_length","  14261","m"
249,"shoreline_development"," 2.95","dimensionless"
249,"max_width"," 1541","m"
249,"mean_width","  664","m"
249,"max_length"," 2856","m"
249,"mean_depth","10.1","m"
249,"max_depth"," 26.6","m"
249,"volume","   21991821","m3"
249,"littoral_fraction","  2.11","m"
249,"circularity","0.115233868446547","m"
249,"dynamic_ratio","1410.55192878338","m"
250,"surface_area","   1311274","m2"
250,"shoreline_length","   6618","m"
250,"shoreline_development"," 1.63","dimensionless"
250,"max_width","  680","m"
250,"mean_width","  444","m"
250,"max_length"," 2959","m"
250,"mean_depth","10.5","m"
250,"max_depth"," 20.1","m"
250,"volume","   13083441","m3"
250,"littoral_fraction"," 14.65","m"
250,"circularity","0.376246126675407","m"
250,"dynamic_ratio","632.679732313575","m"
253,"surface_area","   2662159","m2"
253,"shoreline_length","   8484","m"
253,"shoreline_development"," 1.47","dimensionless"
253,"max_width"," 1460","m"
253,"mean_width","  838","m"
253,"max_length"," 3202","m"
253,"mean_depth"," 3.3","m"
253,"max_depth","  5.1","m"
253,"volume","    9426162","m3"
253,"littoral_fraction"," 67.48","m"
253,"circularity","0.464721044223265","m"
253,"dynamic_ratio","2578.87234042553","m"
263,"surface_area","    538631","m2"
263,"shoreline_length","   4246","m"
263,"shoreline_development"," 1.63","dimensionless"
263,"max_width","  577","m"
263,"mean_width","  326","m"
263,"max_length"," 1688","m"
263,"mean_depth"," 3.6","m"
263,"max_depth","  4.8","m"
263,"volume","    1957277","m3"
263,"littoral_fraction"," 79.94","m"
263,"circularity","0.375484816767215","m"
263,"dynamic_ratio","1189.28571428571","m"
264,"surface_area","    201429","m2"
264,"shoreline_length","   1899","m"
264,"shoreline_development"," 1.19","dimensionless"
264,"max_width","  455","m"
264,"mean_width","  304","m"
264,"max_length","  742","m"
264,"mean_depth"," 1.2","m"
264,"max_depth","  1.8","m"
264,"volume","     255274","m3"
264,"littoral_fraction","115.41","m"
264,"circularity","0.701631201693525","m"
264,"dynamic_ratio","1519.504","m"
265,"surface_area","    311569","m2"
265,"shoreline_length","   3368","m"
265,"shoreline_development"," 1.70","dimensionless"
265,"max_width","  697","m"
265,"mean_width","  363","m"
265,"max_length","  867","m"
265,"mean_depth"," 2.9","m"
265,"max_depth","  4.5","m"
265,"volume","     961161","m3"
265,"littoral_fraction"," 73.06","m"
265,"circularity","0.345126583108716","m"
265,"dynamic_ratio","1149.54266211604","m"
275,"surface_area","    490675","m2"
275,"shoreline_length","   4837","m"
275,"shoreline_development"," 1.95","dimensionless"
275,"max_width","  801","m"
275,"mean_width","  359","m"
275,"max_length"," 1524","m"
275,"mean_depth"," 1.8","m"
275,"max_depth","  4.4","m"
275,"volume","     729638","m3"
275,"littoral_fraction"," 42.83","m"
275,"circularity","0.263518922290047","m"
275,"dynamic_ratio","2748.42045454545","m"
276,"surface_area","    203982","m2"
276,"shoreline_length","   3098","m"
276,"shoreline_development"," 1.93","dimensionless"
276,"max_width","  329","m"
276,"mean_width","  190","m"
276,"max_length"," 1093","m"
276,"mean_depth"," 2.5","m"
276,"max_depth","  4.3","m"
276,"volume","     416410","m3"
276,"littoral_fraction"," 67.17","m"
276,"circularity","0.267102756410744","m"
276,"dynamic_ratio","1249.13709677419","m"
281,"surface_area","    109368","m2"
281,"shoreline_length","   1408","m"
281,"shoreline_development"," 1.20","dimensionless"
281,"max_width","  230","m"
281,"mean_width","  191","m"
281,"max_length","  589","m"
281,"mean_depth"," 3.7","m"
281,"max_depth","  7.6","m"
281,"volume","     481398","m3"
281,"littoral_fraction"," 31.42","m"
281,"circularity","0.693195836238665","m"
281,"dynamic_ratio","378.510752688172","m"
287,"surface_area","  46572212","m2"
287,"shoreline_length"," 211055","m"
287,"shoreline_development"," 8.72","dimensionless"
287,"max_width"," 5845","m"
287,"mean_width"," 8528","m"
287,"max_length"," 5646","m"
287,"mean_depth","18.0","m"
287,"max_depth"," 75.3","m"
287,"volume","  827801101","m3"
287,"littoral_fraction","  0.00","m"
287,"circularity","0.0131385232642943","m"
287,"dynamic_ratio","11725.2627777778","m"
288,"surface_area","   4672795","m2"
288,"shoreline_length","  32234","m"
288,"shoreline_development"," 4.21","dimensionless"
288,"max_width"," 2111","m"
288,"mean_width"," 1286","m"
288,"max_length"," 3678","m"
288,"mean_depth","14.6","m"
288,"max_depth"," 25.2","m"
288,"volume","   73504363","m3"
288,"littoral_fraction"," 18.72","m"
288,"circularity","0.0565135075700293","m"
288,"dynamic_ratio","2206.31211498973","m"
291,"surface_area","   1669355","m2"
291,"shoreline_length","  23587","m"
291,"shoreline_development"," 5.15","dimensionless"
291,"max_width","  844","m"
291,"mean_width","  674","m"
291,"max_length"," 2495","m"
291,"mean_depth","12.8","m"
291,"max_depth"," 27.9","m"
291,"volume","   24810807","m3"
291,"littoral_fraction","  5.78","m"
291,"circularity","0.0377064266510437","m"
291,"dynamic_ratio","1844.17044566067","m"
296,"surface_area","    356453","m2"
296,"shoreline_length","   3030","m"
296,"shoreline_development"," 1.43","dimensionless"
296,"max_width","  626","m"
296,"mean_width","  290","m"
296,"max_length"," 1237","m"
296,"mean_depth"," 6.0","m"
296,"max_depth"," 10.7","m"
296,"volume","    1983582","m3"
296,"littoral_fraction"," 31.46","m"
296,"circularity","0.487743992071462","m"
296,"dynamic_ratio","508.468120805369","m"
297,"surface_area","  43298348","m2"
297,"shoreline_length"," 175449","m"
297,"shoreline_development"," 7.52","dimensionless"
297,"max_width"," 8404","m"
297,"mean_width"," 3693","m"
297,"max_length","12225","m"
297,"mean_depth","31.2","m"
297,"max_depth"," 85.6","m"
297,"volume"," 1399272412","m3"
297,"littoral_fraction","  0.21","m"
297,"circularity","0.0176758531963739","m"
297,"dynamic_ratio","5614.3616","m"
298,"surface_area","   8380426","m2"
298,"shoreline_length","  31854","m"
298,"shoreline_development"," 3.10","dimensionless"
298,"max_width"," 2962","m"
298,"mean_width"," 1495","m"
298,"max_length"," 5627","m"
298,"mean_depth"," 6.6","m"
298,"max_depth"," 14.6","m"
298,"volume","   55491980","m3"
298,"littoral_fraction"," 11.87","m"
298,"circularity","0.103789766604538","m"
298,"dynamic_ratio","4819.02571860817","m"
302,"surface_area","   2430627","m2"
302,"shoreline_length","  12758","m"
302,"shoreline_development"," 2.31","dimensionless"
302,"max_width","  965","m"
302,"mean_width","  640","m"
302,"max_length"," 3814","m"
302,"mean_depth"," 9.8","m"
302,"max_depth"," 18.7","m"
302,"volume","   29023514","m3"
302,"littoral_fraction"," 15.91","m"
302,"circularity","0.187642412496548","m"
302,"dynamic_ratio","1305.88229273286","m"
308,"surface_area","    766529","m2"
308,"shoreline_length","   4398","m"
308,"shoreline_development"," 1.42","dimensionless"
308,"max_width","  568","m"
308,"mean_width","  434","m"
308,"max_length"," 1939","m"
308,"mean_depth","13.1","m"
308,"max_depth"," 19.0","m"
308,"volume","   11732486","m3"
308,"littoral_fraction"," 40.41","m"
308,"circularity","0.498075524271551","m"
308,"dynamic_ratio","334.932216298553","m"
316,"surface_area","   1099252","m2"
316,"shoreline_length","  16889","m"
316,"shoreline_development"," 4.54","dimensionless"
316,"max_width"," 1012","m"
316,"mean_width","  657","m"
316,"max_length"," 1684","m"
316,"mean_depth"," 2.3","m"
316,"max_depth","  3.5","m"
316,"volume","    2477249","m3"
316,"littoral_fraction"," 83.65","m"
316,"circularity","0.0484283001555948","m"
316,"dynamic_ratio","7375.10917030568","m"
317,"surface_area","    214240","m2"
317,"shoreline_length","   4606","m"
317,"shoreline_development"," 2.81","dimensionless"
317,"max_width","  604","m"
317,"mean_width","  350","m"
317,"max_length","  718","m"
317,"mean_depth"," 2.0","m"
317,"max_depth","  3.3","m"
317,"volume","     422764","m3"
317,"littoral_fraction"," 82.97","m"
317,"circularity","0.126903128863012","m"
317,"dynamic_ratio","2338.04568527919","m"
323,"surface_area","    505164","m2"
323,"shoreline_length","   3725","m"
323,"shoreline_development"," 1.48","dimensionless"
323,"max_width","  851","m"
323,"mean_width","  470","m"
323,"max_length"," 1122","m"
323,"mean_depth"," 3.6","m"
323,"max_depth","  4.9","m"
323,"volume","    1940146","m3"
323,"littoral_fraction"," 79.48","m"
323,"circularity","0.45738350127432","m"
323,"dynamic_ratio","1020.67671232877","m"
326,"surface_area","   1092535","m2"
326,"shoreline_length","   7026","m"
326,"shoreline_development"," 1.90","dimensionless"
326,"max_width","  679","m"
326,"mean_width","  545","m"
326,"max_length"," 2030","m"
326,"mean_depth"," 1.8","m"
326,"max_depth","  3.1","m"
326,"volume","    1760585","m3"
326,"littoral_fraction"," 85.26","m"
326,"circularity","0.278125838830729","m"
326,"dynamic_ratio","3947.13483146067","m"
327,"surface_area","    460355","m2"
327,"shoreline_length","   4431","m"
327,"shoreline_development"," 1.84","dimensionless"
327,"max_width","  395","m"
327,"mean_width","  324","m"
327,"max_length"," 1511","m"
327,"mean_depth"," 1.5","m"
327,"max_depth","  2.0","m"
327,"volume","     700458","m3"
327,"littoral_fraction","108.60","m"
327,"circularity","0.294662284599579","m"
327,"dynamic_ratio","3034.84246575342","m"
328,"surface_area","    693212","m2"
328,"shoreline_length","   4650","m"
328,"shoreline_development"," 1.58","dimensionless"
328,"max_width","  613","m"
328,"mean_width","  417","m"
328,"max_length"," 1671","m"
328,"mean_depth"," 3.8","m"
328,"max_depth","  6.7","m"
328,"volume","    2528840","m3"
328,"littoral_fraction"," 46.70","m"
328,"circularity","0.40294726410229","m"
328,"dynamic_ratio","1230.04761904762","m"
331,"surface_area","    211638","m2"
331,"shoreline_length","   4108","m"
331,"shoreline_development"," 2.52","dimensionless"
331,"max_width","  413","m"
331,"mean_width","  247","m"
331,"max_length","  968","m"
331,"mean_depth"," 1.8","m"
331,"max_depth","  3.2","m"
331,"volume","     346640","m3"
331,"littoral_fraction"," 82.53","m"
331,"circularity","0.157581131826586","m"
331,"dynamic_ratio","2282.32222222222","m"
999,"surface_area","  19417530","m2"
999,"shoreline_length","  44791","m"
999,"shoreline_development"," 2.87","dimensionless"
999,"max_width"," 3903","m"
999,"mean_width"," 2077","m"
999,"max_length"," 9715","m"
999,"mean_depth","19.9","m"
999,"max_depth"," 61.1","m"
999,"volume","  408136724","m3"
999,"littoral_fraction","  0.13","m"
999,"circularity","0.121623227154761","m"
999,"dynamic_ratio","2254.21741318571","m"
1000,"surface_area","    150453","m2"
1000,"shoreline_length","   4342","m"
1000,"shoreline_development"," 3.16","dimensionless"
1000,"max_width","  392","m"
1000,"mean_width","  207","m"
1000,"max_length"," 1034","m"
1000,"mean_depth"," 7.3","m"
1000,"max_depth"," 13.6","m"
1000,"volume","    1218521","m3"
1000,"littoral_fraction"," 23.45","m"
1000,"circularity","0.100295626062709","m"
1000,"dynamic_ratio","592.324693042292","m"
1001,"surface_area","   2222186","m2"
1001,"shoreline_length","   8811","m"
1001,"shoreline_development"," 1.67","dimensionless"
1001,"max_width","  810","m"
1001,"mean_width","  599","m"
1001,"max_length"," 3718","m"
1001,"mean_depth"," 4.3","m"
1001,"max_depth","  8.0","m"
1001,"volume","   10078078","m3"
1001,"littoral_fraction"," 36.96","m"
1001,"circularity","0.359702726587678","m"
1001,"dynamic_ratio","2030.17511520737","m"
1002,"surface_area","  11899925","m2"
1002,"shoreline_length","  87259","m"
1002,"shoreline_development"," 7.14","dimensionless"
1002,"max_width"," 2190","m"
1002,"mean_width"," 1576","m"
1002,"max_length"," 7575","m"
1002,"mean_depth"," 5.8","m"
1002,"max_depth"," 14.6","m"
1002,"volume","   75712487","m3"
1002,"littoral_fraction","  7.08","m"
1002,"circularity","0.0196394372782298","m"
1002,"dynamic_ratio","14967.3173241852","m"
1003,"surface_area","   2017654","m2"
1003,"shoreline_length","  18307","m"
1003,"shoreline_development"," 3.64","dimensionless"
1003,"max_width","  850","m"
1003,"mean_width","  445","m"
1003,"max_length"," 4555","m"
1003,"mean_depth"," 6.3","m"
1003,"max_depth"," 15.7","m"
1003,"volume","   15676990","m3"
1003,"littoral_fraction","  6.34","m"
1003,"circularity","0.0756560387265663","m"
1003,"dynamic_ratio","2910.4213036566","m"
1004,"surface_area","   6035506","m2"
1004,"shoreline_length","  43486","m"
1004,"shoreline_development"," 4.99","dimensionless"
1004,"max_width"," 2032","m"
1004,"mean_width"," 1380","m"
1004,"max_length"," 5065","m"
1004,"mean_depth"," 2.6","m"
1004,"max_depth","  6.3","m"
1004,"volume","   18168660","m3"
1004,"littoral_fraction"," 26.06","m"
1004,"circularity","0.0401066151667796","m"
1004,"dynamic_ratio","16790.1274131274","m"
1005,"surface_area","  20376960","m2"
1005,"shoreline_length","  86994","m"
1005,"shoreline_development"," 5.44","dimensionless"
1005,"max_width"," 2861","m"
1005,"mean_width"," 1975","m"
1005,"max_length","10395","m"
1005,"mean_depth"," 8.4","m"
1005,"max_depth"," 25.9","m"
1005,"volume","  210744959","m3"
1005,"littoral_fraction","  0.78","m"
1005,"circularity","0.0338350070248514","m"
1005,"dynamic_ratio","10331.8812351544","m"
1006,"surface_area","   4095585","m2"
1006,"shoreline_length","  75918","m"
1006,"shoreline_development","10.58","dimensionless"
1006,"max_width"," 1763","m"
1006,"mean_width"," 1951","m"
1006,"max_length"," 2425","m"
1006,"mean_depth"," 6.0","m"
